time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),sunshine_duration (s),shortwave_radiation_sum (MJ/m²),weather_code (wmo code),apparent_temperature_mean (°C),relative_humidity_2m_mean (%),dew_point_2m_mean (°C),cloud_cover_mean (%),wind_speed_10m_mean (km/h),surface_pressure_mean (hPa),et0_fao_evapotranspiration_sum (mm),soil_temperature_0_to_7cm_mean (°C),soil_moisture_0_to_10cm_mean (undefined)
1/1/2013,24.7,30.5,20.8,35383.75,13.64,61,27.8,78,20.3,26,6.2,975.5,2.98,25.8,NaN
1/2/2013,24.1,29.4,18.1,35423.55,13.53,2,26.7,74,19,18,6.2,976.3,3.03,25.4,NaN
1/3/2013,21.3,27.6,15.6,35615.22,17.2,0,20.9,57,11.9,0,7.8,978.1,3.79,23.6,NaN
1/4/2013,20.8,27.3,14.7,35729.32,17.47,0,20.6,56,11.4,0,6,976.8,3.62,23,NaN
1/5/2013,21.5,27.7,15.5,35696.16,15.66,0,21.4,57,12.3,6,6.8,974.7,3.52,23.3,NaN
1/6/2013,20.5,26.5,14.8,35736.7,17.13,0,19.5,51,9.8,1,8.3,976.5,3.98,22.8,NaN
1/7/2013,18.9,25,13.2,35777.16,16.39,1,16.7,42,5.5,10,8.6,978.6,4.06,21.5,NaN
1/8/2013,17.9,24.9,12.2,35817.47,18.11,0,15.1,35,1.8,0,7.8,979.8,4.2,20.5,NaN
1/9/2013,17.8,25.7,11.3,35927.55,18.45,0,15.4,41,3.3,0,7.2,979.1,4.04,20.1,NaN
1/10/2013,18.4,26.2,10.5,35897.38,18.39,0,16.6,46,5.4,0,5.6,978.5,3.69,20.2,NaN
1/11/2013,19,26.9,11.5,35937.78,18.41,0,17.6,50,7.3,0,6.2,979.4,3.74,20.7,NaN
1/12/2013,19.6,27.6,11.1,35978.8,18.29,0,18.6,53,8.7,0,5.7,979.6,3.75,21.5,NaN
1/13/2013,21.5,30,12.7,36020.37,18.32,0,20.8,52,10,0,6.4,977.4,4.03,22.9,NaN
1/14/2013,22.2,30.3,13.8,36062.39,18.34,0,21.7,51,10.4,0,6,977,4.13,23.8,NaN
1/15/2013,23,30.6,14.7,36104.8,18.31,3,23,52,11.8,24,5.6,978.1,4.14,24,NaN
1/16/2013,23.4,30.4,16.3,36009.88,17.46,3,23.5,54,12.7,96,6.6,978.9,4.08,24.1,NaN
1/17/2013,23.9,30.3,15.9,36000,16.84,3,24,57,14.3,17,9.5,978.9,4.3,24.8,NaN
1/18/2013,23.3,29.5,18.4,36148.36,18.36,1,22.7,51,12.1,3,10.3,978.9,4.69,24.9,NaN
1/19/2013,21.7,27.3,16.2,36078.62,18.3,1,20.7,50,10.5,2,9.1,980.5,4.37,24.2,NaN
1/20/2013,19.9,25.7,15,36147.92,18.71,1,18.3,47,7.9,2,8.9,980.3,4.3,22.9,NaN
1/21/2013,19.6,25.7,14.3,36147.66,18.09,0,17.8,42,6.3,2,7.7,981.3,4.17,22.4,NaN
1/22/2013,20.5,26.7,14.2,36147.38,18.7,0,18.9,44,7.3,3,7.8,981,4.32,22.8,NaN
1/23/2013,20.9,26.3,15.9,36075.52,14.52,2,19.6,48,9.1,30,7.6,980.8,3.65,23,NaN
1/24/2013,19.2,24,15.9,33698.48,12.76,51,18.3,64,11.8,39,9.8,981,3.01,21.6,NaN
1/25/2013,20.2,25.1,15.4,36000.26,13.97,3,20.2,62,12.5,31,5.4,980.9,2.88,22.2,NaN
1/26/2013,21,26,15.2,36145.64,15.91,2,20.6,53,10.9,30,5.8,980.8,3.41,23,NaN
1/27/2013,21.3,27,15.8,33792.3,17.61,3,20.5,48,9.6,78,6.6,980.4,3.98,23.4,NaN
1/28/2013,21.1,27.3,15.7,36068.57,19,2,19.5,41,6.9,18,7,979.4,4.4,23.5,NaN
1/29/2013,20.7,27.5,15.1,36219.93,19.56,2,18.9,39,5.6,14,6.9,978.8,4.45,23.1,NaN
1/30/2013,20.5,27.5,14.1,34373.49,19.7,3,18.4,40,5.5,26,8.6,979.8,4.75,22.7,NaN
1/31/2013,21.3,27.8,14.1,32944.77,17.46,3,19.6,40,6.4,68,6.9,979.9,4.24,22.8,NaN
2/1/2013,22.3,29,15,36081.32,19.1,1,21.5,46,9.4,5,5.8,979.5,4.24,23.9,NaN
2/2/2013,22.9,29.6,15.3,36137.62,18.53,3,22.8,51,11.5,50,5.6,978.4,4.1,24.8,NaN
2/3/2013,23.7,29.7,16.7,36218.23,17.2,3,24,54,13.2,36,6,977.8,3.98,25.7,NaN
2/4/2013,24.6,30.4,18,36217.27,18.9,0,25.1,55,14.5,2,8.6,978,4.63,26.3,NaN
2/5/2013,24.1,30.4,18.1,36290.07,19.22,0,23.9,52,12.9,3,9.1,979,4.82,26.2,NaN
2/6/2013,24.4,29.6,18.3,36301.4,16.94,2,25.3,58,15.2,25,6.8,978.9,3.93,26.1,NaN
2/7/2013,22.9,28.6,18.4,36035.96,16.52,61,23.8,68,16.4,45,10.3,977.9,3.81,25.6,NaN
2/8/2013,21.9,26.6,18.1,36000,16.21,51,21.9,60,13.6,27,8.9,978.1,3.74,24,NaN
2/9/2013,22.7,27.6,17.4,36451.09,18.43,1,23.3,60,14.3,13,7.6,977.8,4.06,24.4,NaN
2/10/2013,24.3,29.6,18.5,36526.6,18.14,2,25.2,58,15,13,6.7,977.7,4.08,25.2,NaN
2/11/2013,24.5,30.9,18,36536.84,19.62,3,25.5,57,14.6,41,5.6,977.4,4.34,25.8,NaN
2/12/2013,25,31.9,17.8,36699.5,20.33,3,25.1,49,12.6,29,7.3,977.6,4.96,26.3,NaN
2/13/2013,25,31.3,19.1,36698.62,19.98,0,25.2,50,13.2,9,7.6,976.9,4.87,26.5,NaN
2/14/2013,25.4,31.5,19.1,36622.95,18.98,51,25.5,51,13.8,41,8.7,976.2,4.86,26.9,NaN
2/15/2013,24.4,30.4,18.8,36317.02,18.03,61,25,59,15,41,8.6,975.1,4.31,26.8,NaN
2/16/2013,21.4,26.7,18.1,26398.22,10.73,61,22.9,84,18.5,46,11.3,972,2.28,23.5,NaN
2/17/2013,20.2,26,14.9,37571.22,22.19,0,18.9,51,8.6,0,9.2,975,4.84,22.7,NaN
2/18/2013,19.3,25.1,14.1,37580.07,21.87,0,18.5,57,9.8,0,7.7,977.2,4.36,21.9,NaN
2/19/2013,20.5,26.8,14.3,37788.72,21.77,0,20.1,57,11.2,0,7.1,977.2,4.42,22.5,NaN
2/20/2013,22.1,28.8,15,37798.62,21.83,0,21.8,52,11.1,0,7.5,978.1,4.82,23.7,NaN
2/21/2013,22.4,28.7,16.6,37917.45,21.93,0,22.3,54,12.1,0,7.6,978.7,4.74,24.2,NaN
2/22/2013,24.4,31.1,16,37940.75,21.79,2,24.7,53,13.4,14,7.5,978.7,5.06,25.4,NaN
2/23/2013,24.4,32.7,18.3,37865.05,20.84,61,25.3,60,14.8,21,6.8,978.3,4.8,26.4,NaN
2/24/2013,24.3,31.1,18,38158.31,20.6,1,25.3,61,15.5,5,8,979,4.82,26.3,NaN
2/25/2013,23.6,30.5,17.7,38717.68,22.63,0,24,55,13.3,0,7.3,979.5,4.9,26,NaN
2/26/2013,25,32,17.5,38896.7,22.76,0,24.3,42,10.2,0,8.1,978.6,5.59,26.2,NaN
2/27/2013,25.7,33.1,17.7,39051.83,22.72,2,25,39,9.5,20,6.6,977.9,5.48,27.1,NaN
2/28/2013,26.6,34,18,39105.18,22.44,2,26,40,11.1,27,9.2,977.8,6.09,27.9,NaN
3/1/2013,25,32.7,17.9,39368.82,23.53,0,23.3,35,7.3,0,9.6,978.9,6.21,27.3,NaN
3/2/2013,24.2,32.4,16.7,39530.37,24.34,0,21.7,28,2.7,0,8.8,979.3,6.34,26.5,NaN
3/3/2013,24.8,33.5,16.9,39693.78,24.54,0,22.3,27,2.7,0,9.3,978.8,6.63,26.7,NaN
3/4/2013,24.9,33.6,16.8,39751.27,24.54,0,22.6,28,3.7,0,8.8,978.6,6.48,26.8,NaN
3/5/2013,25.5,33.7,16.7,39808.72,24.39,0,23.1,26,3.5,0,9,978.6,6.66,27.1,NaN
3/6/2013,26,33.8,17.7,39866.06,24.25,0,23.8,26,3.6,0,7.5,978.8,6.29,27.9,NaN
3/7/2013,26.5,33.9,19.1,40033.3,24.35,0,24.4,24,3.6,0,7.8,978.8,6.45,28.4,NaN
3/8/2013,26.8,34.7,18.9,40150.05,24.54,0,24.8,25,3.8,0,6.9,978.1,6.23,28.8,NaN
3/9/2013,26.9,35.4,18.8,40224.03,24.45,0,25.2,28,5.1,0,7.1,975.6,6.24,29.1,NaN
3/10/2013,27.9,36,18,39419.14,23.58,2,26.7,32,8,9,7.5,974,6.24,29.6,NaN
3/11/2013,29.6,36.9,20.5,40149.07,22.72,3,29.5,34,11,22,5.3,974.4,5.62,30.5,NaN
3/12/2013,30.2,36.5,24.1,37438.57,22.73,3,30.7,35,12.1,39,4.3,974.7,5.46,31.4,NaN
3/13/2013,30.3,36.2,23.6,38888.5,21.07,3,30.4,36,12.5,84,6.6,974.8,5.9,31.9,NaN
3/14/2013,29.5,36.3,22.5,39973.47,22.86,51,29.8,39,13.1,20,7.3,975.9,6.11,32,NaN
3/15/2013,26.6,33.6,20.2,38987.5,22.1,63,27.8,57,16.1,48,8.1,978.3,5.51,30.5,NaN
3/16/2013,26.1,31,20.2,40201.32,19.05,51,26.8,55,15.8,51,9.2,979.4,4.91,28.1,NaN
3/17/2013,26.1,31.5,21.1,40492.09,23.61,51,27.1,54,15.6,6,8.3,977.8,5.36,28.3,NaN
3/18/2013,27.1,33.5,20.6,40667.93,23.29,1,27.1,42,12.4,6,7.9,974.9,6.05,28.9,NaN
3/19/2013,28.2,34.3,20.1,40608.86,24,1,28.2,37,11.3,7,6.2,974.8,5.97,29.8,NaN
3/20/2013,28.3,33.8,21.6,40548.71,19.1,51,29.1,46,14.8,33,6.6,975.3,5.03,30.1,NaN
3/21/2013,29.3,36.1,21.5,41109.48,23.14,3,29.9,40,13.2,33,5.3,973.1,5.62,31.1,NaN
3/22/2013,29.7,37,21,40784.47,24.15,3,29.5,33,10.4,83,5.3,971.5,5.91,31.6,NaN
3/23/2013,30.5,36.2,24.3,40842.87,21.16,51,30.6,37,13.5,38,8.1,973.1,6.25,32,NaN
3/24/2013,30.4,37,23.8,41330.42,22.61,3,30.5,37,13,20,8,974.5,6.32,32.3,NaN
3/25/2013,30.9,37.6,23.3,41323.24,23.72,3,31.2,35,12.2,43,5.4,972.8,6.02,33,NaN
3/26/2013,31.3,38,23.2,38064.08,22.26,3,31.7,34,12.7,74,6,972,5.97,33.4,NaN
3/27/2013,31.6,38.4,25,37321.31,21.08,51,32.2,36,14.1,63,7.1,972,6.13,33.6,NaN
3/28/2013,31.7,39.4,24.6,40761.28,21.23,3,31.8,38,14.4,35,11,972.3,7,33.6,NaN
3/29/2013,31.3,37.4,24.4,41062.91,23.4,1,31,33,12.2,24,9.9,972.6,7.29,33.8,NaN
3/30/2013,30.9,37.6,24.4,41763.14,25.62,2,29.5,24,7,4,8.1,972.2,7.42,34,NaN
3/31/2013,30.7,37,23.6,41785.91,26.03,2,30,28,9.4,18,7.6,972.5,6.99,33.6,NaN
4/1/2013,30.6,38,23.9,40250.35,24.52,53,31.5,43,15,20,9.2,972.8,6.77,33.6,NaN
4/2/2013,30.2,38,24.2,40751.53,23.48,53,32.7,53,18.5,21,7.3,973.6,6.13,33,NaN
4/3/2013,30.6,36.5,24,41839.95,23.42,1,32.2,42,15.3,8,5.1,973,5.98,33.2,NaN
4/4/2013,30.7,38.3,23,41857.73,26.24,0,29.3,25,6.9,0,7.9,971.7,7.45,33.1,NaN
4/5/2013,30.8,37.8,22.6,41875.42,26.63,0,29.5,26,7.7,0,8.3,971.5,7.59,33.3,NaN
4/6/2013,31,38.6,22.6,41893.05,26.87,0,29.2,21,4.7,0,7.8,971.2,7.5,33.4,NaN
4/7/2013,31.8,39.5,22.4,41910.66,27.03,0,29.9,20,4.1,0,7.4,970.6,7.52,33.8,NaN
4/8/2013,32.1,40.2,21.9,41928.27,26.87,1,31.1,24,6.8,4,5.7,971,6.88,34.6,NaN
4/9/2013,33.7,40.8,23.4,41945.89,26.73,1,33.5,26,9.6,8,6,971.4,7.04,36,NaN
4/10/2013,34.3,40.9,28.2,41664.26,25.07,1,34.6,30,13.5,13,9,971.1,7.83,36.7,NaN
4/11/2013,34,40.7,26.4,41407.64,25.48,3,33.7,25,10.2,16,6.4,971.1,7.15,36.9,NaN
4/12/2013,34.3,40.6,25.8,41934.24,25.75,2,33.9,25,10.7,20,7.4,972.1,7.54,36.9,NaN
4/13/2013,32.9,40.8,26.7,38279.32,23.25,53,33.9,37,15.2,28,8.4,973.4,7,35.7,NaN
4/14/2013,31.9,38.2,25.8,42035.19,23.48,61,32.9,41,16.2,23,10.3,973.1,7.21,34.6,NaN
4/15/2013,33.1,40.4,25,42053.45,26.49,1,32.4,25,8.8,5,7.7,969.9,7.78,34.9,NaN
4/16/2013,34.1,41.1,27.9,42071.91,27.15,0,31.8,19,6,1,12.3,968.6,9.38,35.4,NaN
4/17/2013,34.1,41,27.8,42090.58,26.71,0,31.7,19,5.9,2,12.8,967.8,9.55,35.8,NaN
4/18/2013,33.6,40.2,27.5,42109.48,26.71,3,31.7,19,5.9,49,10.1,968.5,8.59,35.9,NaN
4/19/2013,32.1,39,25,40893.93,24.34,3,31.1,26,8.8,51,7.9,969.4,7.28,35.3,NaN
4/20/2013,29.4,36.2,24.4,40148.76,23.6,53,30.3,41,13.7,41,5.9,971.2,6,33.9,NaN
4/21/2013,28.3,34.8,24,42157.95,24.85,51,30.7,54,17.5,29,5.3,971.9,5.66,32.9,NaN
4/22/2013,29.4,34.5,24.4,41987.22,23.05,51,31.8,51,17.6,29,5.1,973.5,5.44,33.1,NaN
4/23/2013,29,35.8,25.2,40361.89,21.74,53,32.3,59,19.8,42,5.3,975.1,5.11,32.7,NaN
4/24/2013,30.9,36.4,24.7,41971.84,23.2,2,33.7,50,18.6,22,5.1,974.7,5.63,33.8,NaN
4/25/2013,31.5,38.2,26.1,39901.26,23.12,61,34.5,51,19.2,62,5.9,974.9,5.83,34.2,NaN
4/26/2013,32.3,38.2,25.7,42268.25,25.08,51,35,46,18.2,55,5.8,973.6,6.27,34.6,NaN
4/27/2013,33.6,40.6,27,42575.7,26.61,0,34.7,34,14.1,6,6,971.7,6.97,35.2,NaN
4/28/2013,34.9,41.8,26.7,42691.61,27.49,3,34.9,25,10.6,25,5.4,969.8,7.18,36.6,NaN
4/29/2013,35.7,42.4,27.6,42406.88,26.4,2,36,26,11.9,18,5.1,969.9,6.99,37.4,NaN
4/30/2013,36.2,42.8,28.5,42832.9,27.06,2,37,26,12.7,9,4.4,970.3,6.9,38.4,NaN
5/1/2013,37.1,43.8,30.1,41991.41,26.55,2,37.1,23,10.8,27,6.2,968.3,7.7,39.1,NaN
5/2/2013,36.7,43.6,29,42773.1,27.28,0,34.9,16,6.1,5,9.2,966.6,9.02,39,NaN
5/3/2013,35.4,43,26.7,43107.87,27.98,0,32.8,14,2.2,0,10.2,966.3,9.38,38.1,NaN
5/4/2013,36,43,26.8,43132.18,27.04,2,34.9,19,7.9,7,8,967,8.39,38.8,NaN
5/5/2013,36.7,42.5,29.6,43048.67,26.34,2,37.7,29,14.5,13,7.3,968.6,7.71,39.3,NaN
5/6/2013,37.2,42.4,31.5,43180.26,25.41,2,38.8,30,15.8,21,6.2,968.5,7.22,39.9,NaN
5/7/2013,36.9,43.4,29.1,43204.09,26.46,2,37.5,27,13.5,5,7.7,968.5,8.06,39.8,NaN
5/8/2013,37.6,44.3,29.1,43450.47,27.86,0,36.3,18,7.7,1,9.3,968.3,9.16,40.2,NaN
5/9/2013,37.9,44.6,31.6,43588.78,27.94,0,35.1,14,4.6,0,14.4,968.7,11.12,40.2,NaN
5/10/2013,37.6,44.3,31,43729.06,28.09,2,34.7,14,4.5,12,14.6,968.6,11.11,40.1,NaN
5/11/2013,36.6,42.4,31.5,41531.76,26.67,2,34.7,18,8.5,26,13.2,967.4,10.02,39.3,NaN
5/12/2013,35.6,41.5,30,43438.19,25.78,1,34,18,7.6,12,10.4,968.7,8.91,38.7,NaN
5/13/2013,35.5,41.5,29.5,43928.99,27.18,2,34.1,20,7.8,14,9.6,967.9,8.75,38.7,NaN
5/14/2013,35.4,41.2,29.6,35241.41,22.2,3,34,21,9.1,15,10.5,966.8,8.21,38,NaN
5/15/2013,35.4,41,29.2,43868.2,24.06,3,34.5,21,9.3,40,7.7,966.4,7.56,38.3,NaN
5/16/2013,36.8,43.1,30.2,39545.2,23.31,2,35,18,7.9,23,11.3,966.3,9.01,38.9,NaN
5/17/2013,37.3,43.2,30.9,43923.61,24.27,2,35.7,20,9.6,24,12.9,968.2,9.55,39.3,NaN
5/18/2013,37.4,43.8,31.5,44071.61,23.38,1,36.1,20,9.9,15,10.6,967.8,8.66,39.5,NaN
5/19/2013,37.9,44.1,31.8,42888.19,22.95,2,36.5,18,9,18,9.8,967.3,8.42,40,NaN
5/20/2013,38.6,45,32.3,43054.99,24.33,3,37.2,16,7.5,40,8.5,966.8,8.32,40.6,NaN
5/21/2013,39.3,45.8,33.8,40484.53,23.82,3,37.1,14,6.7,36,12.7,967.4,10.14,41,NaN
5/22/2013,39.1,45.7,33.2,44428.56,27.37,0,35.9,13,5.6,0,17.6,967.4,12.34,41,NaN
5/23/2013,37.9,44.5,31.3,44456.69,27.86,0,34.7,14,5.4,2,17.3,967.2,12.04,40.3,NaN
5/24/2013,37.4,43.5,30.8,44484.39,27.85,3,35.1,19,9.2,23,17.3,966.5,11.59,39.9,NaN
5/25/2013,36.9,41.8,31.8,44387.11,23.7,2,35.7,25,13.3,24,17.3,967.2,10.36,39.4,NaN
5/26/2013,36.1,41.6,32.3,43395.17,22.07,55,36.1,31,16,76,15.8,967.5,9.09,38.5,NaN
5/27/2013,35.6,40.4,31.7,43561.49,20.24,3,35.4,31,15.6,65,14.9,968,8.5,37.7,NaN
5/28/2013,36.3,41.8,31.3,42995.51,23.23,3,35.9,30,15.1,34,16.5,967.1,9.62,38.4,NaN
5/29/2013,36.9,42.6,32.2,43858.63,22.18,3,36,26,13.5,41,15.5,966.1,9.6,38.9,NaN
5/30/2013,36.8,42.2,31.9,44260.44,24.27,3,35.8,23,11.9,54,13.7,965,9.51,39.3,NaN
5/31/2013,36.5,42.3,30.8,43802.04,23.88,3,36.2,25,12.8,87,10.4,965.2,8.48,39.5,NaN
6/1/2013,36.5,41.8,30.6,43075.15,23.95,3,36.8,28,14.3,65,10.4,966.4,8.44,39.5,NaN
6/2/2013,35.9,40.8,31.2,44204.07,24.21,3,37.3,32,16.1,51,7.5,966.2,7.26,39.5,NaN
6/3/2013,35.6,41.3,28,43845.78,22.42,51,37.1,37,17.2,61,9.4,966.5,7.14,39.4,NaN
6/4/2013,32.8,39.2,28,39297.12,20.7,51,36.1,52,21,66,9.4,968.3,6.11,37.4,NaN
6/5/2013,32.5,39.3,27.5,39148.68,20.82,53,36,57,22.1,83,11.5,967.2,6.25,36.8,NaN
6/6/2013,32,39.3,25.9,40951.83,23.85,61,36.6,62,22.7,95,7.8,966.9,6.23,36.3,NaN
6/7/2013,29.9,33.9,25.5,40190.74,18.26,61,34.9,71,23.5,94,6,966.4,4.29,33.2,NaN
6/8/2013,28.8,33.1,24.9,36410.78,19.31,63,34.4,78,24.2,95,5.3,966.1,4.31,32.3,NaN
6/9/2013,28.3,33.7,24.8,24403.26,16.43,61,33.1,79,24.1,93,10.4,965.8,4,30.9,NaN
6/10/2013,29.1,33,25.6,33834.59,17.53,3,33,70,22.8,99,11.1,966.1,4.52,30.7,NaN
6/11/2013,27.7,32.5,24.9,22828.84,13.22,63,32.7,82,24,100,7.9,965.3,3.15,30,NaN
6/12/2013,26.5,30.6,24.3,17077.92,12.11,61,30.6,84,23.5,99,11.9,963.7,2.88,28.6,NaN
6/13/2013,26.2,29.7,24.3,9073.01,9.61,63,30.2,86,23.6,100,13.3,961.2,2.36,27.7,NaN
6/14/2013,25.9,29.6,24.4,4670.94,6.64,63,30.6,90,24.1,100,9.7,959.5,1.64,27.4,NaN
6/15/2013,24.3,26.2,23.3,3401.82,6.47,63,28,92,23,100,12.6,960.4,1.51,26.2,NaN
6/16/2013,25.8,27.3,24.1,5034.22,8.53,61,28.5,80,22.1,98,15.6,963.3,2.52,26.5,NaN
6/17/2013,27,30.1,24.7,25757.68,12.85,55,30.5,78,22.7,92,12.6,964.5,3.31,27.7,NaN
6/18/2013,27.2,30.9,24.7,33737.62,16.32,61,31.4,79,23.2,77,9.8,964.9,3.71,28.2,NaN
6/19/2013,28.1,31,25,43428.1,19.62,55,32.1,74,23,82,10.6,966.1,4.57,29,NaN
6/20/2013,29.4,33,26,40656.83,21.46,51,33.5,69,23,82,10.9,966.4,5.28,29.9,NaN
6/21/2013,29.3,33.1,26.8,38069.09,21.2,63,33.4,69,22.9,77,11,966.1,5.19,30.1,NaN
6/22/2013,27.3,28.8,26.2,1712.06,7,51,31.3,79,23.4,99,12.1,966.2,2.24,28.1,NaN
6/23/2013,25.3,26.4,24.4,0,4.05,63,29.3,90,23.5,100,11.8,964.7,1.17,26.4,NaN
6/24/2013,25.7,28.8,24.1,15664.74,8.05,63,29.8,88,23.5,99,11.6,963.4,1.92,26.3,NaN
6/25/2013,24.4,25.6,23.6,0,3.96,63,27.6,93,23.2,100,16.6,964.2,1.04,25.4,NaN
6/26/2013,23.8,24.2,23.6,0,3.12,61,26.4,92,22.4,100,17.9,966.4,1.01,24.6,NaN
6/27/2013,24.8,26.3,23.5,0,4.78,53,27.7,87,22.5,100,15.7,967.2,1.5,24.9,NaN
6/28/2013,26.5,29.9,24.1,21079.59,13.91,53,29.4,78,22.2,99,14.9,967.8,3.57,26.7,NaN
6/29/2013,27.3,29.5,25,14211.57,11.97,3,29.9,72,21.8,100,15.7,968,3.65,27.2,NaN
6/30/2013,27.8,30.4,25.6,37135.07,15.37,51,30.1,70,21.7,91,16,967.6,4.35,27.8,NaN
7/1/2013,26,28.4,24.3,698.25,8.15,61,29.4,82,22.7,100,13.5,965.1,2.31,26.6,NaN
7/2/2013,25.1,26.4,24.2,814.38,5.21,63,29.1,92,23.7,98,12.5,963.7,1.24,25.7,NaN
7/3/2013,24.6,27.3,23.9,6355.57,6.8,61,27.5,88,22.4,84,16,963.4,1.74,25.3,NaN
7/4/2013,26,29.2,22.8,42885.02,18.61,3,27.7,69,19.8,85,15,965.3,4.65,26.4,NaN
7/5/2013,25.4,28.9,22.5,18000,11.55,53,28.6,76,20.8,100,7.9,967.1,2.77,26,NaN
7/6/2013,26,29.7,23.6,17421.87,10.26,61,31,87,23.6,97,5.8,968.1,2.28,26.5,NaN
7/7/2013,27,31,24.1,38211.09,16.32,63,32.5,85,24.2,91,5.2,967.7,3.49,27.9,NaN
7/8/2013,26.8,29.5,24,29935.4,12.99,61,31.7,84,23.8,94,7.1,966.4,2.85,27.6,NaN
7/9/2013,27.3,31,24.5,26294.61,15.02,61,31.6,79,23.2,96,9.9,965.3,3.51,27.8,NaN
7/10/2013,26.1,28.3,24.2,11396.94,9.4,53,29.8,82,22.7,100,11.1,964.4,2.41,26.8,NaN
7/11/2013,24.9,27,23.8,2501.25,6.47,61,28.8,90,23.1,100,11.3,964,1.55,25.7,NaN
7/12/2013,25.1,27.6,23.7,15541.03,9.14,63,29.4,92,23.6,100,10.5,963.2,1.97,26,NaN
7/13/2013,24.4,25.6,23.3,0,5.03,55,27.6,87,22.1,99,12.2,965.6,1.36,24.9,NaN
7/14/2013,24.2,25.6,23.4,451.09,4.74,63,27.5,91,22.6,100,13.8,966,1.23,24.6,NaN
7/15/2013,23.5,24.1,23.2,0,2.21,63,26.5,93,22.4,100,14.7,964.9,0.74,24.1,NaN
7/16/2013,24.9,27.5,23.3,4141.06,7.46,61,29,90,23.2,98,10.8,964.2,1.73,25.1,NaN
7/17/2013,25.6,29.5,23.6,18272.89,10.91,65,30,89,23.6,96,9.6,964.5,2.37,26,NaN
7/18/2013,25.6,28.6,23.9,12132.23,10.19,63,29.1,87,23.3,100,15.1,963.2,2.4,26,NaN
7/19/2013,25.5,27.3,23.9,5301.27,6.86,53,29.2,88,23.4,100,13.3,962.9,1.72,25.7,NaN
7/20/2013,25.1,26.7,23.7,4094.19,6.52,53,28.3,86,22.6,100,14.4,964.8,1.81,25.4,NaN
7/21/2013,26.5,29.4,23.9,33000.14,12.86,53,30,81,22.7,96,12.3,963.5,3.06,26.4,NaN
7/22/2013,25.6,29.2,24.1,10928.46,8.59,63,29.6,89,23.7,100,13.4,961.8,2,25.9,NaN
7/23/2013,25.6,27.9,24.2,18778.49,9.81,63,30.7,90,23.8,94,6.2,961.1,2.11,26.2,NaN
7/24/2013,25.6,27.3,24.1,17753.65,10.7,63,29.7,87,23.3,92,11,962.8,2.48,26.3,NaN
7/25/2013,24.8,27,23.7,646.39,3.7,63,28.4,90,23,100,13.1,963.1,1.17,25.3,NaN
7/26/2013,23.6,24.2,23,0,2.38,63,26.2,92,22.2,100,16.4,963.7,0.87,24.1,NaN
7/27/2013,24.6,27,22.8,706.17,6.99,53,27.7,88,22.5,100,14.2,966.4,1.73,24.6,NaN
7/28/2013,24.9,26.2,23.5,488.95,5.62,51,27.8,85,22.2,99,14.8,968.3,1.73,24.9,NaN
7/29/2013,25.4,29.2,23.5,27730.46,12.83,61,27.5,80,21.7,87,18.3,966.8,3.29,25.5,NaN
7/30/2013,23.8,24.4,23.2,720.3,5.53,63,26.1,90,22.1,100,18.8,963.2,1.43,24.2,NaN
7/31/2013,24.8,27.2,23.4,10954.69,8.65,63,27.8,91,23.2,100,17.7,959.7,1.89,24.9,NaN
8/1/2013,24.6,26.9,22.9,23687.46,11.1,55,28.4,91,23,99,11.6,960.9,2.37,25.5,NaN
8/2/2013,23.2,23.9,22.4,0,1.95,53,26,91,21.6,100,13.4,965.1,0.79,23.8,NaN
8/3/2013,26.1,29.3,22.9,39436.77,16.78,51,29.7,78,21.8,84,8.9,968.3,3.68,26,NaN
8/4/2013,26.8,29.8,24.3,34786.86,15.77,51,30.7,77,22.4,88,9.4,967.7,3.69,26.8,NaN
8/5/2013,25.6,29,23.8,22005.48,12.52,63,29.6,86,23,98,10.8,967.6,2.76,26.3,NaN
8/6/2013,24.7,26.7,23.5,2179.73,6.48,61,28.2,89,22.7,100,12,967.9,1.63,25.2,NaN
8/7/2013,25,27.3,23.4,312.49,5.77,61,29,88,22.8,99,9.7,969.3,1.46,25,NaN
8/8/2013,25.7,30.2,23.6,14102.46,11.3,63,29.8,85,23,100,9.4,969,2.56,25.9,NaN
8/9/2013,24.3,26.3,23.4,389.57,8.05,61,28,90,22.7,99,11.6,968.9,1.73,25,NaN
8/10/2013,25.6,29.2,23.5,34059.78,17.26,61,28.8,81,22,96,12.6,969,3.77,26.1,NaN
8/11/2013,26.1,29.5,23.3,33010.79,15.49,55,29.8,80,22.4,100,9.6,969.6,3.41,26.4,NaN
8/12/2013,25.2,27.1,23.9,3740.58,7.91,63,30,90,23.3,100,6.3,968.4,1.78,25.8,NaN
8/13/2013,24.4,26,23.5,9177.04,7.64,63,28.7,91,22.7,99,7.3,966.9,1.64,25.2,NaN
8/14/2013,25.5,28.7,23.6,21600,11.08,61,30.1,87,23.1,82,6.5,967.8,2.37,25.8,NaN
8/15/2013,26.8,30.4,23.9,30632.1,16.46,63,32,84,23.7,94,6.3,968.5,3.52,27,NaN
8/16/2013,26.4,29.6,24.1,18363.02,12.49,53,31.7,86,23.7,99,4.7,967.9,2.74,27.1,NaN
8/17/2013,25.8,28.9,23.6,14759.57,11.55,61,30.8,88,23.7,100,6.9,967.5,2.5,26.6,NaN
