time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),sunshine_duration (s),shortwave_radiation_sum (MJ/m²),weather_code (wmo code),apparent_temperature_mean (°C),relative_humidity_2m_mean (%),dew_point_2m_mean (°C),cloud_cover_mean (%),wind_speed_10m_mean (km/h),surface_pressure_mean (hPa),et0_fao_evapotranspiration_sum (mm),soil_temperature_0_to_7cm_mean (°C),soil_moisture_0_to_10cm_mean (undefined)
2/23/2022,24.8,32.9,15,37526.86,21.54,0,24.5,46,11.4,0,7.9,978.3,5.25,25.6,NaN
2/24/2022,26.2,33.3,19.6,37316.15,20.08,1,26,48,13.4,9,10.6,978.2,5.7,27.3,NaN
2/25/2022,25.1,32.8,18.1,37633.23,21.6,0,24.1,38,8.7,1,7.2,978.3,5.41,27.3,NaN
2/26/2022,25.2,32,19,37213.16,19.12,2,24.9,46,12.1,17,7.7,978.6,4.94,27,NaN
2/27/2022,25.7,32.3,19,37194.53,20.07,1,25.3,45,11.8,16,8.4,978.2,5.44,27.5,NaN
2/28/2022,25.7,32.7,18.9,37551.32,20.7,1,25.4,44,11.6,6,7.7,978,5.29,27.7,NaN
3/1/2022,25.9,32.9,20,37098.21,20.43,2,25.9,44,11.9,11,6.1,978.5,5,28.4,NaN
3/2/2022,26.6,33.3,20.1,37690.45,20.88,3,26,39,10.5,16,7.3,978,5.47,28.7,NaN
3/3/2022,26.2,32.8,19.8,37193.03,18.13,3,25.9,44,12,34,7.4,978.4,4.81,28.3,NaN
3/4/2022,26.5,33.3,19.6,37923.34,20.66,2,26.8,46,12.9,14,6,977.7,5,29.1,NaN
3/5/2022,27.5,34.1,20.7,37943.05,21.11,3,27.1,39,11.5,17,7.7,976.8,5.61,29.5,NaN
3/6/2022,26.4,34,20.3,38746.77,22.37,3,25.9,38,10.2,5,7,976.6,5.62,29.3,NaN
3/7/2022,26.6,34.4,20.3,38793.09,22.28,1,25.5,36,9.4,5,8.7,976.9,6.1,29.2,NaN
3/8/2022,27,35.6,20.2,38394.27,21.64,3,26,36,9.3,24,8.5,976.6,6.05,29.7,NaN
3/9/2022,27.5,34.5,20.4,38905.25,22.06,3,27,37,10.5,23,7.2,976.4,5.74,30,NaN
3/10/2022,27.7,34,21,39068.04,20.64,1,27.1,37,10.8,12,7.3,975.7,5.62,30.1,NaN
3/11/2022,26.8,34.8,21.6,38893.98,20.85,51,26.3,40,11.5,12,8.6,975.6,5.74,29.8,NaN
3/12/2022,27.4,34.8,19.6,39512.79,22.86,0,25.6,28,6.2,1,8.7,975.5,6.62,30.1,NaN
3/13/2022,27.3,35.1,18.4,39681.51,23.64,0,25.6,27,5.6,0,7.3,975.8,6.33,29.9,NaN
3/14/2022,27.8,36.1,18.2,39736.82,23.55,0,26.6,30,7.3,0,6.3,975,6.1,29.8,NaN
3/15/2022,30,38.7,21,39792.27,23.16,2,28.4,27,8.1,4,10.2,972.5,7.46,31.3,NaN
3/16/2022,30.5,40,23.1,39963.87,23.57,3,28.2,22,5.5,37,11.2,971.1,8.08,32.2,NaN
3/17/2022,31.1,40.2,21.8,40019.92,23.53,3,29.3,24,7,51,9.7,970.7,7.71,32.7,NaN
3/18/2022,31.2,39.4,23.8,40075.82,23.56,3,30.4,30,10.3,22,9.1,970.2,7.27,33,NaN
3/19/2022,31,38,23.3,39659.73,22.45,3,30.4,31,10.7,21,7.9,969.8,6.63,32.9,NaN
3/20/2022,30.6,37.5,23.6,36557.55,19.98,3,30.4,36,12.6,48,8.7,970.2,6.29,32.5,NaN
3/21/2022,30.8,38.1,23.7,39043.21,19.44,3,30.2,33,11.3,32,8.5,971.5,6.25,33.1,NaN
3/22/2022,30.9,39.2,22.6,38971.62,21.68,2,28.4,20,3.5,10,9.8,971.8,7.62,32.9,NaN
3/23/2022,30.6,39.2,21.2,37335.08,22.11,3,28.8,23,5.8,44,7.4,971.7,6.66,32.9,NaN
3/24/2022,30.8,38.8,22.1,32832.78,20.96,3,29.6,29,9.4,29,9.3,971.4,6.89,33,NaN
3/25/2022,31.9,38.6,24.4,39358.29,19.58,3,31.5,33,12.4,43,9.3,972.4,6.57,33.2,NaN
3/26/2022,31.9,40,23.5,32581.68,20.96,3,31,29,9.7,25,8.2,974,6.82,34,NaN
3/27/2022,30.9,39.7,21.5,40933.45,24.97,0,28.6,20,3,0,8.6,974.5,7.66,33.8,NaN
3/28/2022,31.1,40.1,21.5,40989.46,25.16,0,29,19,3.3,0,7,973.1,7.18,33.4,NaN
3/29/2022,32.1,40.9,22.1,41169.17,25.22,0,29.3,17,2.6,1,11.4,971.8,8.77,33.8,NaN
3/30/2022,32.2,40.8,22.6,41225.91,25.29,3,29.9,18,3.9,7,9.1,971.5,7.93,34.4,NaN
3/31/2022,31.8,40.4,23.1,41248.84,25.33,2,29.8,18,3.4,3,6.8,971.9,7.18,34.5,NaN
4/1/2022,31.8,40.6,23.4,41376.52,25.41,0,29.9,18,3.7,0,6.4,972.1,7.12,34.5,NaN
4/2/2022,32.5,40.7,23.8,41253.94,25,0,32.2,27,9.7,0,5.7,973.3,6.75,35.1,NaN
4/3/2022,32.6,39.7,25.1,40878.09,22.82,2,33,33,12.7,14,6.2,973,6.34,35.2,NaN
4/4/2022,33.1,40.7,26,41385.68,24.14,3,33,30,11.5,24,7.3,973.9,6.95,35.9,NaN
4/5/2022,32.8,40.7,25.9,41388.73,22.44,3,32.5,28,10.5,13,6.4,975.2,6.38,35.3,NaN
4/6/2022,33.9,40.6,25.5,40498.08,24.01,3,34,30,12.5,50,8.1,975.1,7.34,36.3,NaN
4/7/2022,33.6,39.8,27.5,40112.97,23.16,3,34,31,13.5,32,7.6,974.4,6.94,36.3,NaN
4/8/2022,34.1,40.3,27.5,40883.09,22.95,2,34.5,32,14.5,15,9.5,973.2,7.45,36.8,NaN
4/9/2022,34.2,40.8,26.9,40108.73,22.81,2,34,31,13.2,14,11.2,972,7.94,36.5,NaN
4/10/2022,34.6,41,27.9,40366.07,23.16,3,34.2,29,12.4,13,10.6,971.3,7.91,36.9,NaN
4/11/2022,35,42.6,27.3,37169.66,23.75,3,34.3,27,11.3,79,11.8,970.7,8.53,37.2,NaN
4/12/2022,34.5,41.2,28,40363.75,22.01,3,34.5,29,12.6,91,7.8,970.2,6.81,36.9,NaN
4/13/2022,34.9,41.1,28.2,40493.89,22.53,3,35.1,31,14.2,65,10.1,970.2,7.6,37.2,NaN
4/14/2022,34.2,40.3,28.3,32770.27,19.79,3,34.5,32,14.2,94,9.3,969.9,6.84,36.3,NaN
4/15/2022,33.8,41.8,26.2,39600,23.95,3,32.4,22,7.1,86,8.2,969.2,7.62,36.6,NaN
4/16/2022,33.5,42,26,41954.71,26.32,3,31,17,3.2,4,9.7,968.8,8.61,36.2,NaN
4/17/2022,34.3,42.4,25.3,41025.28,25.89,2,32.5,18,5,15,7.3,970.1,7.65,36.3,NaN
4/18/2022,34.3,42.6,25.5,41429.02,25.76,3,32.8,19,6.1,22,7.6,971.8,7.85,37.3,NaN
4/19/2022,35.8,43.2,27,40624.33,24.81,3,34,16,5.3,54,8,972.3,8.06,38.1,NaN
4/20/2022,36.2,44,29.4,40353.75,25.28,3,34.5,16,5.8,41,7.7,970.4,8.03,38.7,NaN
4/21/2022,35.8,43.1,29.2,40488.19,25,3,34.6,20,8,28,8.4,970.7,7.97,38.9,NaN
4/22/2022,32.8,39.7,27,40896.33,23.66,2,33.1,35,14.3,14,10,973.2,7.45,36.7,NaN
4/23/2022,32.9,39.7,27,37797.01,21.03,3,34.3,39,16.5,49,8.4,973,6.49,36.8,NaN
4/24/2022,34.5,41.7,26.9,40348.33,24.52,3,33.7,24,9,72,7.4,971.2,7.36,37,NaN
4/25/2022,35.1,44.3,26.4,39297.39,24.63,3,32.7,16,3.3,16,9.3,970.2,8.42,36.7,NaN
4/26/2022,35.5,42.4,27.4,40622.59,24.29,3,33.8,17,5.8,43,7.7,970.8,7.74,37.6,NaN
4/27/2022,35.4,43.5,26.7,41039.69,26.23,3,33.2,15,3.5,27,8.6,970.2,8.46,37.9,NaN
4/28/2022,35.7,43.6,28.1,39783.44,22.81,3,33.9,17,5.3,39,7.7,971,7.46,38.1,NaN
4/29/2022,36.8,45.4,31.1,41322.95,24.92,3,34,15,4,47,13.1,969.8,9.92,38.5,NaN
4/30/2022,36.4,43.8,28.6,39041.71,23.7,3,33.8,15,4.5,22,11.5,968.3,9.3,38.9,NaN
5/1/2022,36.6,42.3,29.6,41969.05,24.24,2,35.1,20,9.1,22,11.4,967.3,9.11,38.9,NaN
5/2/2022,36,42.7,29.4,41614.23,24.36,1,35.4,24,11.1,23,8.9,967.9,8.14,38.9,NaN
5/3/2022,35.6,42.6,28.6,36305.75,21.96,3,35.5,25,11.6,36,6.9,969.3,7.01,38.6,NaN
5/4/2022,35.5,42.5,28.5,40820.34,24.84,3,34.8,23,10.1,28,8.8,970.8,7.96,38.4,NaN
5/5/2022,35.2,42.5,27,41912.3,23.82,3,33.4,18,6.6,18,9.4,969.5,8.31,38.5,NaN
5/6/2022,35.2,42.2,26,40628.45,25.78,3,33.6,18,6.3,18,7.7,969.6,8.04,38.4,NaN
5/7/2022,34,40,27.2,39642.29,20.33,2,33.5,27,11.4,24,8.2,969.6,7,37.7,NaN
5/8/2022,35.8,42.7,27,39711.4,23.54,3,34.3,19,7.3,47,8.2,967.5,7.84,38.3,NaN
5/9/2022,36,43.1,28.7,38921.67,22.09,3,34.3,19,7.7,32,10,966,8.26,38.5,NaN
5/10/2022,35.4,44,29.1,39852.52,25.26,3,34.9,30,13.5,32,14.4,966.1,9.6,38.6,NaN
5/11/2022,35.4,41.1,29.4,41451.04,23.12,3,36.9,38,17.9,84,12,966.2,8.11,38.6,NaN
5/12/2022,35,41,30.7,39600,22.33,3,38.1,43,20,58,7.6,966.6,6.55,39.2,NaN
5/13/2022,36.5,42.7,30.6,41480.01,22.76,2,37.4,33,16.2,19,11.6,965.3,8.12,39.4,NaN
5/14/2022,37.4,44,31.1,41562.54,22.37,3,37.3,26,12.8,39,10.3,966.2,8.07,39.8,NaN
5/15/2022,37.7,43.4,31.4,41711.55,23.38,3,38.1,27,14.3,44,9.5,967.6,8.04,40.3,NaN
5/16/2022,36.2,41.4,30.6,38306.53,20.91,3,37,33,16.2,41,12,967.8,7.75,38.9,NaN
5/17/2022,36.4,42.8,30,41622.77,24.21,2,36.9,31,13.9,17,10,966.7,8.12,39.3,NaN
5/18/2022,35.4,41.2,30,29729.99,17.79,3,37.5,40,18.6,76,9.1,967.9,6.23,38.9,NaN
5/19/2022,34.6,39.7,29.1,38845.14,21.54,3,36.8,42,18.9,36,10,968.6,7,38.3,NaN
5/20/2022,35.9,42,30.5,42474.07,24.17,3,37.9,39,19.1,36,12.2,967.1,8.21,39.5,NaN
5/21/2022,36.4,43,30.7,42598.79,24.86,1,35.9,28,13.7,8,14.9,964.8,9.73,39.1,NaN
5/22/2022,34.8,40.9,30.3,42909.95,24.32,1,34.3,30,13.7,10,14.7,963.6,9.09,38.2,NaN
5/23/2022,33.4,39.8,27.3,43340.11,24.86,1,34,38,16.1,7,13.4,965.1,8.41,37.4,NaN
5/24/2022,31.2,38.2,26.3,40434.12,24.39,2,34.1,50,18.9,14,5.7,969.2,6.01,36.4,NaN
5/25/2022,33.9,40.3,27.2,40273.32,23.43,2,35.5,37,16.2,16,6.2,970,6.54,37.6,NaN
5/26/2022,33.5,39.9,27.6,38106.47,20.7,3,34.5,38,16.6,34,10.5,969,7.03,36.8,NaN
5/27/2022,34.8,41.5,27.7,43400.54,25.28,3,34.3,28,12.3,17,12.2,967.6,8.86,37.6,NaN
5/28/2022,35,40.8,29,42901.81,25.1,2,34.8,30,14,14,13.5,967,8.99,37.5,NaN
5/29/2022,34.7,41,29.4,42431.39,24.33,2,35,33,15.3,9,12.7,967.1,8.62,38,NaN
5/30/2022,35.3,42,29.4,40371.98,24.51,3,36.1,33,15.9,50,11.5,967.2,8.36,38.5,NaN
5/31/2022,35.4,41.7,30.4,39634.57,20.65,3,36.1,32,15.8,44,10.8,966.5,7.56,38,NaN
6/1/2022,36.5,42.8,30.5,37341.24,21.42,3,36.1,25,12.1,87,9.6,966.1,7.65,38.7,NaN
6/2/2022,37.6,43.4,30.3,40190.3,22.91,3,36.4,21,10.7,73,12.1,965.8,9.08,39.3,NaN
6/3/2022,38,43.9,32.3,37130.07,22.24,3,36.7,19,9.5,68,10.8,965.4,8.62,39.9,NaN
6/4/2022,38.2,43.7,32.1,39320.3,19.74,3,36.5,20,10.6,80,13.8,966,9.36,39.9,NaN
6/5/2022,38.2,44.1,32,41150.29,21.92,3,36.3,18,9,56,12.6,966,9.43,40.1,NaN
6/6/2022,37.9,44.8,31.8,41653.5,22.25,3,36.2,18,8.8,47,11.4,965.7,8.95,40,NaN
6/7/2022,37.3,42.9,32.1,41432.84,20.55,3,35.6,20,9.7,29,13,965.9,9.06,39.4,NaN
6/8/2022,37.2,42.8,32.1,43793.93,21.41,3,36.1,25,12.8,23,15.4,965.8,9.52,39.7,NaN
6/9/2022,35.3,41.5,27,41765.99,22.61,63,36.4,38,18,31,14,966.5,8.46,38.9,NaN
6/10/2022,34.1,41,29.1,40868.37,20.23,51,35.9,42,19,79,12.7,967.3,7.25,37.7,NaN
6/11/2022,32.2,39.1,26.9,37243.2,20.3,61,35,52,20.4,85,10.5,968.2,6.26,36.5,NaN
6/12/2022,31.1,36.2,25.5,39360.15,21.24,51,34.9,59,21.6,53,7.8,969,5.46,33.5,NaN
6/13/2022,32,37.4,27.5,41565.93,22.71,61,35.5,54,21,24,8.6,969.4,6.23,34.3,NaN
6/14/2022,31.6,39,25.6,42506,22.31,61,34.8,57,21.1,50,10.6,969.3,6.39,34.1,NaN
6/15/2022,30.1,38.4,26.5,33525.19,20.01,65,34.6,67,22.8,93,8.4,969.1,5.11,33.5,NaN
6/16/2022,28.6,34.6,24.6,33383.84,19.44,63,33.2,73,23,95,8,969.3,4.55,31.6,NaN
6/17/2022,29.1,33,25.7,25241.1,17.12,63,33.3,71,23.1,100,9.8,969.2,4.28,30.7,NaN
6/18/2022,28.6,33.1,25,29413.6,18.48,63,33.1,75,23.5,98,9.1,969.8,4.4,30.5,NaN
6/19/2022,27.1,31.7,23.8,18190.01,14.37,65,32.2,84,23.9,100,6.9,969.1,3.23,29,NaN
6/20/2022,26.8,32.9,23.3,22106.93,15.26,65,31,82,23.1,100,9.9,967.1,3.59,28.8,NaN
6/21/2022,25.9,32,23.1,25268.61,15.61,65,30.4,85,22.9,95,7.2,966.2,3.41,28.1,NaN
6/22/2022,27.9,32.1,24.1,36325.21,20.48,61,33.9,81,24.2,95,3.3,968.3,4.41,30,NaN
6/23/2022,28.1,33.4,24.7,37839.07,23.57,63,33.8,78,23.7,79,4.3,969.2,5.08,30.5,NaN
6/24/2022,28.4,32.7,24.1,38285.73,22.34,63,33.4,75,23.3,96,7,967.3,5.01,30.6,NaN
6/25/2022,28.3,32,25.3,14481.7,12.64,51,33,77,23.6,100,8.7,964.9,3.28,29.1,NaN
6/26/2022,27.5,31.7,24.5,25345.23,15.9,63,33.1,83,24.1,91,4.9,966.2,3.53,29.2,NaN
6/27/2022,27.7,31,24.4,41246.98,19.31,63,32.5,80,23.7,67,7.5,967.8,4.22,29.7,NaN
6/28/2022,28.8,33,25,41900.5,20.64,53,33.7,75,23.8,97,9.1,966.6,4.77,30.3,NaN
6/29/2022,27.6,32.2,24.7,25370.34,17.02,63,33.1,84,24.5,100,7.1,965.8,3.66,29.8,NaN
6/30/2022,27,29.9,24.9,20121.94,13.49,65,32.1,85,24.2,100,7.1,966,2.97,28.6,NaN
7/1/2022,27.7,30.8,25,13642.19,14.11,53,32.5,81,23.9,100,8.7,965.9,3.27,28.6,NaN
7/2/2022,26.8,28.6,24.8,938.56,10,63,31.8,86,24.2,100,8.4,965.1,2.32,28.2,NaN
7/3/2022,25.8,30.1,24.1,6636.88,10.55,63,30.6,90,23.9,100,8.8,965.2,2.31,26.8,NaN
7/4/2022,25.3,28.4,23.9,2508.4,8.13,65,29.2,91,23.7,100,14.2,963.6,1.88,25.9,NaN
7/5/2022,26.3,30.2,23.8,21634.42,14.66,65,30.7,86,23.7,100,10.5,963.7,3.1,26.9,NaN
7/6/2022,26.5,30.3,23.8,14484.94,13.59,55,31.5,85,23.6,100,6.4,966,2.97,27.7,NaN
7/7/2022,26.4,29.9,24.4,34877.4,16.36,63,31.3,88,24.1,96,8.4,966.8,3.36,27.3,NaN
7/8/2022,26.3,30.7,24,13409.08,13.68,65,31.1,87,23.8,100,9,964.9,3,27.3,NaN
7/9/2022,25.8,30.3,23.2,24761.32,15.1,65,30.2,88,23.5,98,10.1,963.2,3.21,26.9,NaN
7/10/2022,25.1,28.6,23.7,12452.99,11.93,65,29.3,91,23.4,100,10.8,963.6,2.48,26.1,NaN
7/11/2022,25.3,28.8,23.7,9316.41,10.98,65,29.5,90,23.5,100,11.3,964.5,2.37,25.9,NaN
7/12/2022,25.3,29.4,23.8,6038.82,8.88,65,29.6,91,23.8,100,11.6,962.7,1.92,25.9,NaN
7/13/2022,25.7,29.6,23.8,16177.96,12.4,63,30.6,91,24,100,8.2,960,2.62,26.2,NaN
7/14/2022,25.4,27.9,23.8,608.64,9.35,63,30.4,91,23.8,100,6.7,960.5,2,26,NaN
7/15/2022,24.9,27.5,23.6,3995.54,6.35,63,29.1,92,23.4,100,10.7,964,1.48,25.4,NaN
7/16/2022,26.7,30.2,24.2,28924,15.28,65,31.9,87,24.3,99,7.7,965.6,3.16,27.3,NaN
7/17/2022,25.9,29.5,24.3,0,9.01,65,30.3,90,24.1,100,11.8,965,2.06,26.6,NaN
7/18/2022,24.7,26.3,23.8,3857.8,5.17,63,28,92,23.3,99,16.2,964.8,1.3,25.1,NaN
7/19/2022,26,29.6,23.7,5141.12,11.25,51,28.4,78,21.7,94,16.1,967.8,3.16,26,NaN
7/20/2022,26.4,30.4,23.6,29838.62,16.34,63,30.5,83,23.2,96,11,968.2,3.53,26.8,NaN
7/21/2022,26.2,29.5,23.9,12789.43,12.38,63,30.5,85,23.4,100,10.1,968.5,2.7,26.6,NaN
7/22/2022,26.2,29,24.2,6841.52,11.52,63,30.5,85,23.5,100,10.6,968,2.62,26.6,NaN
7/23/2022,24.8,27.1,23.5,486.4,7.12,61,28.8,91,23.2,100,11.4,966.4,1.63,25.4,NaN
7/24/2022,24.4,26.3,23.4,760.98,6.09,65,28.3,93,23.2,100,11.7,967.3,1.33,24.9,NaN
7/25/2022,25,26.9,23.6,4484.94,8.41,61,29.9,93,23.7,100,7,969.8,1.77,25.4,NaN
7/26/2022,25.2,29.5,22.9,17591.55,14.55,65,30.2,90,23.4,100,5.5,971.1,3.01,26,NaN
7/27/2022,26.1,29.7,23.4,32734.37,16.51,63,31.5,87,23.8,99,4.6,971.7,3.41,27.2,NaN
7/28/2022,26.8,31.1,24,34962.62,21.3,63,32.6,86,24.1,98,4.9,972.6,4.42,28,NaN
7/29/2022,26.2,30.1,23.8,25491.46,17.63,63,32,89,24.2,100,4.6,971.8,3.63,27.9,NaN
7/30/2022,27.4,31.3,24.1,40952.1,21.76,63,33.2,84,24.3,99,5.1,970,4.46,28.6,NaN
7/31/2022,27.3,31.3,24.4,42717.06,21.41,63,33.2,85,24.5,97,5.5,968.4,4.43,28.8,NaN
8/1/2022,28.3,31.7,25,38303.79,21.76,3,33.3,76,23.5,100,6.9,968.4,4.77,29.6,NaN
8/2/2022,28.5,32,25.1,41620.17,21.18,51,33.8,77,23.8,100,6.2,967.4,4.57,29.8,NaN
8/3/2022,27.3,31.9,24.3,32460.26,20.89,63,33.5,86,24.6,100,4.2,967.5,4.35,29.5,NaN
8/4/2022,26.8,30.5,23.8,35368.85,18.99,63,32.4,86,24.1,100,5.1,967.2,3.98,28.6,NaN
8/5/2022,27,31,23.5,33159.71,20.3,65,32.8,86,24.4,94,5.4,965.6,4.26,28.5,NaN
8/6/2022,26.8,31,23.9,34675.18,20.66,63,32.7,87,24.3,99,4.5,964.2,4.31,28.4,NaN
8/7/2022,26.2,30.2,23.8,20685.11,15.52,63,31.3,88,24,100,7.3,962.9,3.21,27.4,NaN
8/8/2022,26,29.7,23.6,26996.18,16.26,63,31.2,89,23.9,100,6.8,961.1,3.4,27.1,NaN
8/9/2022,25.5,28.1,24.1,7963.59,10.43,63,29.6,90,23.7,100,12.6,960,2.26,26.3,NaN
8/10/2022,24.4,25.8,23.7,0,5.41,65,27,92,23,100,20,960,1.35,24.7,NaN
8/11/2022,25.2,27,23.7,9619.56,9.61,63,28.6,89,23.1,98,14.5,964.2,2.18,25.4,NaN
8/12/2022,26.8,30.4,24,36091.17,18.64,63,30.3,80,23,85,14.9,966.4,4.19,27,NaN
8/13/2022,26.2,29.8,24.4,16817.93,13.98,63,29.9,83,23,100,13,966.7,3.2,26.7,NaN
8/14/2022,25.1,27.7,23.6,292.9,7.66,63,27.9,87,22.8,100,17.3,966.4,2,25.2,NaN
8/15/2022,23.8,24.4,23.4,0,3.14,65,25.7,92,22.5,100,22.6,966.2,1.03,23.9,NaN
8/16/2022,25.4,29.2,23.1,38627.47,20.28,63,28.8,85,22.6,65,14.1,970,3.99,25.7,NaN
8/17/2022,27.1,31.1,23.4,42614.69,23.75,51,30.8,76,22.4,28,11.7,970.4,5.11,27.6,NaN
8/18/2022,27.8,31.7,23.9,41744.24,23.41,51,31.6,74,22.5,73,11.5,969.4,5.25,28.5,NaN
8/19/2022,27.7,31.5,24.6,36122.52,21.02,51,31.3,75,22.6,93,12.9,968.9,4.91,28.3,NaN
8/20/2022,25.9,28.9,24,17127.23,12.94,63,28.8,83,22.7,100,16.7,967.2,3.13,26.8,NaN
8/21/2022,25.9,29.6,23.7,12589.26,13.1,61,27.9,81,22.3,100,20.8,964.9,3.41,25.8,NaN
8/22/2022,25.4,28.6,23.3,20885.76,15.5,51,27.5,81,21.9,100,19.2,965.9,3.51,25.9,NaN
8/23/2022,26.4,30.1,22.7,41478.11,21.53,3,30.8,82,22.9,69,8.7,968.9,4.44,27.4,NaN
8/24/2022,27.5,31.7,23.2,39187.85,22.03,51,32.1,77,22.7,99,6.8,970.5,4.71,28.5,NaN
8/25/2022,26.6,30.2,23.2,32444.1,15.89,51,31,80,22.7,74,6.7,970.3,3.49,28.1,NaN
8/26/2022,27.1,31.3,22.7,41975.81,23.19,51,31,74,21.9,41,8.7,969.9,5.06,28.7,NaN
8/27/2022,27.7,31.9,24.2,39600,22.79,51,32.1,75,22.7,88,8.3,969.5,4.94,29.1,NaN
8/28/2022,26.7,30.4,24,28800,18.5,63,31.4,81,23.1,100,6.9,970,3.94,28.4,NaN
8/29/2022,25.6,29.6,23.3,25472.3,15.53,65,30.7,89,23.6,83,5.1,972.2,3.19,27.3,NaN
8/30/2022,27,31.3,23.6,37383.78,20.84,61,32.3,83,23.6,65,5.4,972.5,4.31,28.2,NaN
8/31/2022,26.8,31.5,23.7,37027.29,19.94,63,32.4,85,23.9,99,4.8,971.5,4.12,28.2,NaN
9/1/2022,27.2,30.8,24,38363.48,19.9,51,32.6,84,24,86,5.6,971.9,4.11,28.5,NaN
9/2/2022,27.9,32,24.3,40376.38,22.32,51,34,82,24.3,51,3.9,972.5,4.66,29.4,NaN
9/3/2022,27.8,31.8,24.7,33245.69,17.7,63,33.7,84,24.7,99,5.5,971.3,3.74,29.4,NaN
9/4/2022,25.6,29.3,23.3,9545.07,9.44,61,30.5,91,23.8,100,7.8,971.1,2.04,26.6,NaN
9/5/2022,25.9,29.5,23.6,33050.7,15.13,63,31,88,23.7,62,5.9,970.9,3.06,27,NaN
9/6/2022,26.9,31,23.5,40124.86,22.63,55,32.6,85,24,39,5.2,970.7,4.65,28.5,NaN
9/7/2022,27.2,31.4,23.8,32160.99,19.74,63,33.1,86,24.5,86,5.8,970.9,4.12,28.9,NaN
9/8/2022,27.6,31.5,24.5,39923.58,21.09,63,33.1,83,24.4,87,8.2,970.4,4.38,28.8,NaN
9/9/2022,27.7,31.3,24.8,40274.96,20.09,61,33.3,84,24.6,94,7.5,970,4.16,29,NaN
9/10/2022,27.5,31.5,24.3,40163.6,22.53,61,32.4,82,23.9,91,9.8,967.9,4.73,28.7,NaN
9/11/2022,25.6,29.7,23.5,19669.72,12.14,65,30.6,90,23.8,100,7.3,964.7,2.54,26.9,NaN
9/12/2022,24.8,27.1,23.6,5829.81,8.77,63,29,92,23.4,100,10.7,964.1,1.81,25.7,NaN
9/13/2022,24.8,27.8,23.4,9302.11,10.69,63,28.6,92,23.4,100,13.5,967.2,2.11,25.3,NaN
9/14/2022,25.6,28,23.5,29544.54,13.89,63,29.2,86,23.1,97,13.8,970.1,2.88,25.8,NaN
9/15/2022,26,29,23.9,35960.6,16.64,61,29,83,22.8,96,16.2,969.9,3.59,26.6,NaN
9/16/2022,25.2,29,23.2,29699.67,15.44,65,28.4,87,22.8,93,15,968.1,3.21,26,NaN
9/17/2022,26.3,31.3,23.1,20506.57,16.17,51,30.2,81,22.5,90,9.1,970.1,3.59,26.6,NaN
9/18/2022,27.2,31.1,23.5,39600,21.82,51,32,80,23.2,78,7.7,971,4.61,28.3,NaN
9/19/2022,27.1,31.7,24,37593.92,21.69,3,31.2,77,22.4,76,8.9,970.1,4.77,28.5,NaN
9/20/2022,26.7,30.9,23.8,24619.92,17.07,63,31,81,23,94,9.9,968.7,3.74,27.7,NaN
9/21/2022,25.5,30.2,23.8,18579.56,13.31,63,29.7,87,23,99,9.9,968.8,2.85,26.3,NaN
9/22/2022,25.6,28.5,23.8,17065.41,11.5,51,29.2,83,22.5,99,11.3,970,2.66,26.1,NaN
9/23/2022,25.5,29.6,22,36552.84,19.04,51,29.1,81,21.8,42,9.7,971,3.98,26.7,NaN
9/24/2022,25.3,29.6,22,37326.2,19.97,55,29.5,84,22.2,56,7.4,971.2,4.03,26.9,NaN
9/25/2022,26,30.5,23.2,38832.91,20.78,53,31.2,85,23.1,74,4.7,972,4.24,27.8,NaN
9/26/2022,26.7,30.8,23.2,36000,20.8,63,31.6,81,23.1,76,6.7,972.4,4.31,28.3,NaN
9/27/2022,26.7,30.8,23.4,36000,20.41,63,31.6,82,23.3,72,6.6,971.3,4.23,28,NaN
9/28/2022,26.2,30.3,23.4,25843.19,16.77,65,31.6,87,23.8,58,5.1,970.6,3.38,27.5,NaN
9/29/2022,27.1,32,23.3,37953.35,20.94,3,31.1,75,21.9,54,8,970.4,4.61,28.1,NaN
9/30/2022,27,31.8,22.7,39600,21.64,3,30.6,73,21.4,24,8.1,970.7,4.77,28.3,NaN
10/1/2022,27,32,22.5,39600,20.46,3,30.3,71,21,49,8.6,970.3,4.68,28.3,NaN
10/2/2022,27.3,32.3,22.8,39600,20.02,3,29.2,63,19.3,61,12.1,970.6,5.24,27.8,NaN
10/3/2022,27.2,32.1,23.4,39600,20.73,3,29.2,63,19.4,82,12.5,971,5.34,28.1,NaN
10/4/2022,26,30.4,23,19900.66,13.5,55,30.1,81,22.2,100,7.5,970.9,3.13,27.4,NaN
10/5/2022,25.8,30.1,23.1,23165.48,14.49,65,30.7,87,23.3,100,6.2,970.7,3.07,27.2,NaN
10/6/2022,25,28.9,22.6,20718.01,12.2,63,29.6,90,23.1,96,7,971,2.52,26.2,NaN
10/7/2022,25.1,28.7,22.1,37963.91,15.99,65,28.8,86,22.5,92,10.1,972.2,3.3,26.2,NaN
10/8/2022,25.9,30.2,22.5,36358.6,18.75,53,30.1,84,22.7,68,8.6,973.4,3.89,26.8,NaN
10/9/2022,26,30.7,22.4,39600,20.22,65,31.1,86,23.1,75,4.9,974.5,4.13,27.8,NaN
10/10/2022,25.5,29.4,23,32400,17.34,63,30.6,89,23.3,99,4.7,975.4,3.48,27,NaN
